Unnamed: 0.1,Unnamed: 0,user,rating,comment,product_id,similarity
288,288,Ruffin,0,"Does anyone have a copy of the commercial that introduced brown sugar frosting? It featured a speech choir for audio and simple line drawing animation in the form of wavy vertical lines and mouths. The text went something like this: A: Have you heard what's new? B: What's new? What's new? A: The brand new taste of Alpha-Bits. They're brown sugar frosted. B: Brown sugar frosted? A: Brown sugar makes these crispy letters, made from oats, golden. New golden Alpha-Bits are better than ever. B: Why are they better? A: 'cause brown sugar makes 'em that way. B: What way? A: Crisp, golden, and delicious. Now Alpha-Bits are more A-B-C-Delicious than ever. Than ever! And new golden Alpha-Bits have energy, from A to Z. You'll like 'em better than cereals with white sugar on 'em. Start your day a little bit better, A-B-C-Deliciously. Now you know what's new, don't you? B: Sure--Alpha-Bits. They have a new golden color and a brand new taste. All: Now the only cereal with all the letters is the only cereal with brown sugar on 'em. New golden Alpha-Bits are better than ever. Than ever!",11,0.8842030122507006
377,377,markuka85,3,"(Team Breakfast Member)  Where did the flavor go? I used to eat these constantly in the 70's, and they had a sweet, fruity and spicy flavor. I just bought a box to relive old memories, and they were almost completely tasteless; like eating plain Cheerios without the oat flavor. No wonder Kellogg's is losing market share.",13,0.13813967718187267
384,384,Killingjoke,0,(Team Breakfast Member) I hadn't had Jacks for such a long time bought some last year and damn they were so bland not sweet enough. I had to make a box I didn't buy into marshmallow treats with coconut shreds cause they were past date. Disappointing.,13,0.13813967718187267
422,422,K. Reeves,5,Must say that I agree with everyone else. This is one of the best cereals ever made. The flakes were so thick and crunchy. And there were those real apple bits. Simply delicious!,14,0.4462089899529985
433,433,j3px1,5,"(Team Breakfast Member)  I enjoyed this cereal in the early to mid-eighties ('84-'85). The flakes had a texture like Product 19 (more crunchy than crispy) and the apples baked into them were lightly sweetened, cinnamon-sprayed flecks with more taste than today's apple rings. Add to that the raisins. I never baked treats from them (they didn't last long enough to bake in our household), but I bet they would have tasted really good. What's interesting about this product is that it's one of the few of its time that didn't have another version (Like Apple Crisp without Raisins, or Peach Crisp, which I'd have wolfed up!) It's too bad they discontinued this gem.",14,1.0
444,444,E-Dub,5,"Hands down one of the all time greatest cereals ever made! I used to kill this stuff... great taste, crispy flakes. The apple bits and raisins together were great! When I go to the store today, I look at the cereals on the shelves hoping that by some miracle, Kellogg's would bring it back. If they did, I'd probably buy every box on the shelf just in case Kellogg's did the same stupid thing they did when they pulled it off the shelf in the first place!",14,0.8842030122507006
469,469,Raisin Crisp MM,5,Bring that crunchy goodness back!,14,0.4462089899529985
477,477,e-dub,5,"(Team Breakfast Member)  Kellogs needs to bring this one back FOR REAL!!!! It was the BOMB!!! not overly sweet, great mix of fruit, and the flakes stayed crispy, and had nice flavor and texture, I could eat damn near a whole box of it in one sitting.",14,0.8949287889464305
479,479,lives2eat,5,"(Team Breakfast Member)  I loved it. LOVED it. I miss it. I don't like cereals that are too sweet. This one was just right, and the texture, ohhh, perfect!",14,0.13813967718187267
505,505,sid-17,5,"Memories of Banana Frosted Flakes are so evocative for me. I can bring the relatively strong banana flavor to mind, or at least I think I can. One of the sweetest, most clearly flavored of all my youthful breakfast cereals; hearkens back to a time of much less political correctness about the evils of sugary cereals.",415,0.13813967718187267
573,573,Rey,4,"I loved this cereal too but I found a new cereal that tastes just like it, only the texture is puffy and crispy. It's called Blueberry Tiny Toast from General Mills.",37,0.8842030122507006
609,609,Me-Three,5,I only had the natural fruit flavor version. I'd eat a whole box at a time wet or dry. It was a lemony fruity sweeter version of Kix. Loved it. Think about it often.,38,0.13813967718187267
626,626,Carrie,5,This is the only cereal I vividly remember from my childhood. I recall they were like Kix but sweeter and my mom would get them for me because she didn't like me adding sugar to my Kix. I wouldn't add sugar to Body Buddies because they were sweet enough as they were. I remember doing the puzzles on the back of the box while eating and I seem to recall having a jigsaw puzzle with an image of the box front. I remember being sad when Body Buddies were no longer available.,38,0.13813967718187267
629,629,Two4two,0,"I remember this cereal as a kid, my mom would never buy me pre-sweetened cereal, but I would sometimes go to my older sister's house and once in a while she would let me and my twin have some... I was in heaven. I wish they would bring this cereal back.",38,0.13813967718187267
778,778,Rexacer,0,"Another cereal I really liked. Mom would never buy 'sweet' cereals for us, but these (and Life) were the 2 we could get past her.",47,0.13813967718187267
791,791,TBinSTL,5,"Ever since this cereal went away, I've been sweetening unsweetened with maple syrup (or maple flavored syrup)... Wheaties comes kinda close.",47,0.13813967718187267
795,795,Buddy T.,5,"Best maple flavor. Not sweet and kid-like ala Waffelos or Waffle Crisp, but more warm and authentic. I would run to the store this minute (in my underwear) if I heard it was back!",47,0.13813967718187267
799,799,Beef LoMein,5,"It may just be the glow of memory, but I absolutely LOVED these when I was a kid. They promised enough wholesomeness to pass the mom test, while being sweet and tasty enough for kiddos. I would 100% buy these if I saw them again.",47,0.13813967718187267
814,814,L.G.,4,"Arrowhead Mills makes a decent version for us grown ups who remember Buc Wheats. It's not as sweet as the old one (hence I say for grown ups), is made from buckwheat, i.e., no wheat filler, and has the slightly shiny maple glaze. Of course, being all buckwheat it is advertised as that magical ""gluten-free"" panacea, if you want to believe the marketing hype around that.",47,0.13813967718187267
857,857,Vince,5,"Ate this a lot as a kid/teenager. Like Wheaties are now, with very light maple coating you could see. Not overly sweet, but you could eat it without adding sugar. I'd buy it if it reappeared.",47,0.13813967718187267
876,876,judith4670,5,(Team Breakfast Member)  Please bring them back! My baba (Slovak for grandmother) always had them at her home. I'm always looking to see if they will bring them back. With or without milk I loved them! Miss those maple crispy sugar flakes. They were so yummy! Wish my children could try them.,47,0.8842030122507006
886,886,BuckWheat Lover,5,"In the early 70s, my mother would buy Buc Wheats. They were her favorite cereal. She still talks about them today. I loved them too. They were delicious! The flakes tasted like real maple and they stayed hard and crispy for a long time. Didn't have to worry about the flakes getting soggy too fast. I wish they still sold them.",47,0.8842030122507006
1002,1002,Gonzo,5,"I grew up in the 70's and this was my favorite cereal. My mom would not allow Captain Crunch, Fruit Loops, Frosted Flakes, etc because of the sugar content but she would allow this. It was sweet from the maple flavor which probably was all sugar anyway but it was allowed in our house.",47,0.13813967718187267
1027,1027,Zilchie,0,"This was really the best cereal!! It was so much more crispy than any other flakes, and they stayed crispy. It would be a perfect time to bring them back.",47,0.8842030122507006
1029,1029,Army 1,5,Best cereal ever. Healthy and delicious. Flakes stayed crunchy. Nothing like it before or since. Please bring them back.,47,0.4462089899529985
1044,1044,sweet memories,5,"This was the best cereal ever! I can't believe I googled ""what happened to Bucwheats cereal"" and found so many other people wondering the same thing. It was just cereal but every once in a while I long for the crunchy, sweet goodness. I loved how the clumps of crunchy flakes were all stuck together. I don't remember the maple flavor because I was too young. I thought it was just honey. I would eat it every day if they brought it back.",47,0.46710280787722436
1052,1052,chuckchuck,0,"I, to this day, cannot understand why this cereal disappeared from the shelves...this cereal was VERY tasty and stayed crispy in milk....",47,0.8842030122507006
1068,1068,Coops2001,5,I used to put sugar on mine as I didn't think it was sweet enough!,47,0.13813967718187267
1075,1075,Cereal Memories,5,I remember Buc Wheats clearly. They were similar to the new Fosted Flakes Gold (with honey glaze) but Buc Wheats were better b/c they had that maple flavor taste. Make no mistake there was nothing healthy about them though they were very sweet.,47,0.13813967718187267
1133,1133,Dmcclure1,5,"Buzz Blast was the BEST cereal in the world, probably in the universe. I can still perfectly remember the sweet taste of this cereal like I JUST had a bowl. They need to bring this back or at least a cereal that tastes like this one did.",49,0.13813967718187267
1141,1141,Team Buzz Blast,5,Best cereal of my life! I remember playing Mario Party on the Nintendo 64 with my bowl of Buzz Blasts on the side. I only wish I could taste the sweet goodness at least once more in my lifetime :(,49,0.13813967718187267
1166,1166,cherley,5,(Team Breakfast Member)  Ma you don't know how much I miss this cereal.... I wish they'd re-release it... I loved it as a kid and still can feel that sweet taste in my mouth... maybe they'll let it out since Toy Story 3 is coming out... :)))),49,0.13813967718187267
1205,1205,Jan,0,Where is Basic Four? The only cereal that isn't icky sweet but tastes fantastic! Can't find it anymore! Get rid of the crappy new stuff and bring back Basic Four!,23,0.13813967718187267
1231,1231,Lord_Donut,5,"This stuff is awesome. Looking at the box, you think it's going to be your typical bland ""healthy"" cereal... But you'd be SO wrong. I've loved it since it FIRST CAME OUT in 1991, when I was 11 years old!!! So that should tell you how good it is... I loved it as a *little kid*!!! The little dried fruits and things are sweet and super tasty... And you know how when there's a variety of ingredients (like dried fruit, nuts, flakes, etc), there's always one or two things in the mix you don't like? Not Basic 4! Every single thing in the box is tasty! The flakes are lightly sweetened too, and have a really nice texture, much hardier than cornflakes. The milk at the bottom of the bowl is in my top 3 of cereal milks alongside Fruity Pebble milk and Cinnamon Toast Crunch Milk. Seriously. It can hang with the big boys. Try it at least once. You'll love it for life, I promise you.",23,0.13813967718187267
1252,1252,Disappointed,3,"The old style Berry Kix had flavor and just the right amount of sweet. I'll never understand why they would change a good product to a tasteless, bland one.",28,0.13813967718187267
1255,1255,Steve-Os,4,"This was a good one. The berry pieces really made this cereal. Not too sweet, but berry tasting nonetheless. I think as years went on, they eventually turned the round berry pieces into pieces shaped like berries. I miss this cereal.",28,0.13813967718187267
1257,1257,Chermac,5,Love this cereal. Tasty but not overly sweet.,28,0.13813967718187267
1280,1280,Nostalgia,5,"I never ate 'super-sweet; cereal growing up, so when I got this I LOVED it. The original Kix don't even taste the same... :o(",28,0.13813967718187267
1364,1364,UnderTheJRose,5,"(Team Breakfast Member)  In 2019, it is now called Great Grains Blueberry Morning. I am doing this rating based on the non-rice puff version of this cereal that I haven't had since 2016/2017 last. I loved it! It made me start my day right. The blueberries were sweet and tangy and went excellent with the granola clusters and abundant almonds. The flakes version is WAY better than the rice puff version. Blueberry Morning forever!",35,0.13813967718187267
1365,1365,dermat,2,Original cereal was my all-time favorite to eat. They destroyed the flavor of this cereal after refactoring it to make a bigger profit. The wild blueberry flavor and crunchy oats that didn't get soggy in milk made this cereal stand out. Now it tastes like bland dehydrated blueberries mixed with rice puffs. I'd gladly pay more to bring that old formula back.,35,0.4462089899529985
1367,1367,J.L.S.,5,"This cereal saved me so long ago and it's still the best I've had. In my saddest hour, this cereal made me see sweet things can be found again. Still the one!",35,0.13813967718187267
1374,1374,Menlo Red,3,"I just bought a box of Blueberry Morning and it's completely different! It tastes flat and bland, not the wonderful nutty sweetness I remembered. It's just flakes and clumps, and tastes like a cross between Wheaties and Grape Nuts Flakes. What have they done to it? Goodbye, Blueberry Morning! -Bruce",35,0.13813967718187267
1387,1387,rushie,3,"I used to eat this cereal all the time when I was a kid and it was great! The overall taste of the cereal is still good but like a previous poster said the blueberries aren't the greatest... These are much larger, dried out and not as sweet as the original small sweet wild blueberries they used to use.",35,0.13813967718187267
1417,1417,Runefaust,5,"The taste of this cereal has yet to be replicated. They were sweet, tasting similar to Quisp, but had a slight hint of what I can only describe as orange flavor. Def one of my favorite cereals of all time.",50,0.13813967718187267
1465,1465,Crunch Fan 69,5,I love Cap'n Crunch. It is the greatest thing to ever happen to the world. I live off of Cap'n Crunch. I am Cap'n Crunch. That sweet angel will forever be mine and I'm going to eat him so hard that he won't ever see it coming. I'm going to travel the world with my sweet crunchy prince until his cereal gets soggy. I am going to take each of his limbs and crunch them like the beautiful crunchy branches they are. But like seriously that cereal is pretty good.,53,0.46710280787722436
1474,1474,Yumarama,4,"(Team Breakfast Member)  This one goes back to the mid 60's in our house. It was an occasional purchase and I recall my brother insisted he get a box of Peanut Butter Cap'n Crunch which he had as his own. I liked the flavor of this cereal and the texture was interesting. And it did stay crunchy, even in milk. (""Even""? What else did people pour on it?) I will also admit that once in a very odd blue moon I have been known to binge out on a box over a couple of days. Not the healthiest diet but it happens only every few years. Cap'n Crunch or Froot Loops. There are worse things one could binge on, right?",53,0.4462089899529985
1478,1478,drury,0,"For those who find it too sweet, you might try mixing it with bran flakes. Works for me. I love this cereal!",53,0.13813967718187267
1480,1480,Alexapoda,1,"(Team Breakfast Member)  Most sweet cereals are tolerable, but oh GAWD is this one sweet. I can barely eat it. The first bite or so is okay, but after that... The combination of a mouth rubbed raw and the sweetness leaves a bad taste in my mouth for the rest of the day.",53,0.13813967718187267
1485,1485,Ernie,5,"I've loved the sweet taste of Cap'n Crunch for years, and still buy it whenever it's on sale.",53,0.13813967718187267
1511,1511,B. Ford,5,Still the best after all these years. I prefer the original Cap'n Cruch to the versions with crunch berries - those are too sweet for me. The original is just perfect.,53,0.13813967718187267
1558,1558,Wade,5,"Best cereal I ever had! Bring it back! I know some people thought that the sugar sprinkles seemed gritty, but I just thought it made the pieces more crunchy. I loved it!",432,0.4462089899529985
1560,1560,Haley &lt;3,5,I'm gonna cry. I really loved this cereal and I can still imagine the taste of those delicious crunchy little chocolate donut pieces with the colorful sprinkles every time I think about it. <3 Please make me the happiest person in the world and bring it back!,432,0.4462089899529985
1564,1564,Ultra G.,5,PLEASE bring this cereal back! Only had one or two boxes of it as a kid and I want it back! Great chocolate flavor! Just a little bit crunchy. The best!,432,0.4462089899529985
1568,1568,juliedegree33,5,"(Team Breakfast Member)  Coco-holic here! - If it is not chocolate... I won't eat it! Believe me when I say I have tried every chocolate cereal made, (at least in the last three decades or more.) As a kid or an adult none of these ever came close to tasting like chocolate... UNTIL I met OOPS CHOCO DONUTS by CAP N CRUNCH! In milk or plain they satisfied my chocolate sweet tooth cravings.",432,0.13813967718187267
1646,1646,Scooby-Doo fan,5,I miss this cereal because it's really tasty. What I really miss about it are the tastes of the crunchy cinnamon pieces and the marshmallows.,70,0.4462089899529985
1772,1772,Douglas,5,"Clackers was the best Graham Cereal period. I've been hoping that General Mills would bring it back for the past 40 years but still waiting. They stopped making Clackers when they started making Golden Grahams. Golden Grahams you must eat as fast as you can or they will get soggy in less than a minute. Not the case with Clackers. Clackers were heartier with more Graham taste with less sugar taste (note on the front of the cereal box showed added sugar put on top of cereal as they were not sweet tasting. Golden Grahams are way too sweet. If Clackers ever come back, I'll buy 2 cases.",75,0.13813967718187267
1775,1775,MandyH,4,"(Team Breakfast Member)  More than any other sweet breakfast cereal, they stayed crunchy in milk.",75,0.46710280787722436
1778,1778,Clacker,5,(Team Breakfast Member)  The best ever. Great balance of sweetness and heartiness. And crispness that stood up to milk. Loved it!,75,0.13813967718187267
1912,1912,Bit Bland,3,"I had it in the early-mid 60's and remember it as being on the bland side... needing a touch of Nesquik, Bosco or sugar. (I don't have a sweet tooth either)",78,0.13813967718187267
2020,2020,lisa,5,"I grew up eating that sweet little golden oat. To me nothing can compare, it is sorely missed.",1143,0.13813967718187267
2179,2179,starshine,5,"I loved it! Still recall the flavor, would love to have it available today! So flavorful, crispy-crunchy without feeling tooth breaking cement hard. Hearty, not heavy, keeps you going & stays with you when many, many other typical cereals would be gone. Still love Carnation Instant Breakfast, now named Carnation Breakfast Essentials and have it everyday because it is still in the stores. HELLO! Bring it back!",1143,0.9904127571816146
2339,2339,bethsioux,5,"(Team Breakfast Member)  For years, until I found this sight that told me CONCENTRATE cereal was no longer made - ANYWHERE - I looked in grocery stores, specialty markets, EVERYwhere I went!! The things people go for nowadays easily should make this delish delight a favorite among more than before, no matter what the cost - which was the excuse given for it's untimely demise. Oh PUHLEEZE!! I still dream of finding that elusive little golden box on a store shelf and trying to decide how many boxes I can get into my car - honest! I can still taste the nutty sweetness as I suck the milk out of the tiny golden particles of yummy. Mmmmmmm...",1143,0.13813967718187267
2436,2436,owadabewdiflmor,5,"Dear secret Cereal Man, Bring back the sweet flavors of Concentrate... such memories... oh and the benefits... please Kellogg's... let me be your spokesperson.",1143,0.13813967718187267
2464,2464,Blake,5,I loved this cereal too. Has anyone tried sweetened wheat germ? That's the closest I've come to replicating it. I even wrote Kellogg's asking them to bring it back.,1143,0.13813967718187267
2542,2542,Dub,5,I too loved Conentrate and ate by the bowl full. I seem to remember right before they took it off the market they changed the formula. It was a little more crunchy or something but still had that special flavor.,1143,0.4462089899529985
2586,2586,Tud,5,"It's been my family's favorite sweet cereal for years. Even though it's pretty expensive, it has a great taste for snacking, breakfast, or whenever else. I don't know that I would necessarily say it tastes like cookies, but I can definitely see the comparison.",102,0.13813967718187267
2588,2588,Sandy,5,OMG... this stuff is amazing. Each piece is like a little crunchy oatmeal cookie. Better off as a dessert item than breakfast.,102,0.4462089899529985
2601,2601,supermanforever,1,"When I was young, my mother used to buy this cereal for me all the time, unfortunately too much, because I hated it. I could never get her to get the ""junky"" cereals that I really wanted. I gave it a chance when I first tried it, but I grew sick of the taste very quickly. If I were to compare this to anything, it would be sweetened cardboard covered in sawdust. It was just ""Nahrsty""!",102,0.13813967718187267
2602,2602,Brandiiiiii,3,I had this cereal once and totally forgot about it until just a month or so. I bought a box and tasted it. I found it to be way to sweet and a lot sweeter then it used to be. If you're craving something sweet this is a good cereal to have though. Also to add I to used to call this cereal cat food.,102,0.13813967718187267
2606,2606,OOOOObaby!,5,"I was a kid, and remember this delectable cereal hitting my adolescent mouth. A surreal experience which can always translate into a crunchy deliciousness in my mouth whenever I reminisce about the gold old days. If you have not lived life yet and tried this life long treat, I recommend you take a seat at your kitchen table and LIVE!!!",102,0.4462089899529985
2607,2607,Tofu,5,"No matter what cereal I try, I always come back to this one. It has everything you want in a cereal. It's sweet, crunchy, flavorful and satisfying... for a treat, I add frozen blueberries to it, to keep the milk nice and cold while eating it. yummy.",102,0.46710280787722436
2609,2609,CactusHeart,5,"WOW who KNEW BRAN could be this good??? It tastes so great, I'm often tempted to dip a hand in and eat as-is whenever a box is around. It tastes almost like cookies! A flavorful, SUPER-crunchy, not-too-sweet cookie. Why not consider it a cookie? It contains about as much oil *lol* But who cares? A ""healthful"" cereal that tastes like cookies? Better not blow it and tell mom *lol* Don't let the plain grown-up label fool you. This is tasty stuff. I only wish it were made WITHOUT that dreadful corn syrup. In fact, there are alot of cereals out there which I love but can no longer have because it contains CS, or HFCS. This cereal being one of them.",102,0.46710280787722436
2732,2732,D.D. (CritterFan),2,I couldn't wait for my mom to get me crispy critters with pink elephants. The commercial was so upbeat. The cereal didn't taste as good as the jingle. Real real soon.,109,0.8842030122507006
2734,2734,CactusHeart,3,"Oh yeah, that cereal that looked (and tasted like) cute little animal crackers but without any of the fun colors or sweetness or flavor whatsoever? With that puffball-headed character, whose Jimmy Durante vocal likeness and mannerisms TOTALLY soared over my head?? (whaddaya expect? I was 8 at the time!!) Yeah, I remember those fer sure *LOL*",109,0.13813967718187267
2795,2795,Seeker,5,"Hey Post: If you are reading this, please bring back CW Post cereal with exactly the same recipe unless you have to substitute to avoid trans fats etc. Otherwise, please bring back the same recipe even if for a limited time. CW Post has so many fans. I cannot believe that it was discontinued, but that Grape Nuts are still around. I never once heard anyone say that they didn't like CW Post. The only bad thing I could say was that it was a very small box for the price, but devoted fans won't mind that. I miss it so much that I have tried in vain to find a replacement from Quaker, Cascadian Farms, and even Sunbelt. Please, please, please bring back the CW Post cereal that we all know and love. Trust me, you will have no problem selling it this time around. Older people who remember it from before, will be hoarding CW Post by the truckload this time. Furthermore, today's kids will discover that breakfast cereal can have actual flavors instead of just being sweet. I'll be the first in line to buy it.",1309,0.13813967718187267
2803,2803,Hollywood,5,I loved this cereal as much as any sweet kids cereal I ever had if not more and all of those are still around rotting out a new generations of kid's teeth. Bring back the good stuff. Someone get this message board to Post.,1309,0.13813967718187267
2851,2851,Deb_R,5,Pulled through my pregnancy craving for sweet entirely on this cereal... The best one... can't seem to find a similar caramel based cereal from any of the competitors as well! An absolute delight... so sad to see it go... Loved it!,604,0.13813967718187267
2855,2855,diamond,5,"(Team Breakfast Member)  Caramel Nut Crunch was the the best cereal ever. I told my mom about it and she agree. Since then, we've searched the stores for years but sadly we can't find our sweet Caramel Crunch that we love so much nowhere. Bring back the original and set our minds at ease. - Holli Hemingway from Hartford, CT",604,0.13813967718187267
2909,2909,Candy,5,"Please bring back Cinnamon Cap'n Crunch cereal... it was a delicious cereal... and I was so disappointed when it was discontinued... it was the best... cinnamon flavor, with lots of crunch, and not too sweet. Please bring it back.",431,0.13813967718187267
3004,3004,P.K. Downey,5,Best cinnamon cereal ever - super crunchy and spicy.,1344,0.4462089899529985
3010,3010,LilMonkey,5,I used to eat this by the boxes. So crispy and crunchy and cinnamony. Mmmm!! I can't believe I'll never get to enjoy it again.,1344,0.9904127571816146
3068,3068,bursar20,5,"(Team Breakfast Member)  GREAT for just about any craving. Sweet, but not too sweet. Can EASILY be eaten just out of the box. It does have a cinnamon flavor, but is also innocuous enough that it can be enjoyed when not in a cinnamon mood. Great as a small sweet snack, out of a ziploc bag, if looking to indulge and not ruin a diet. A lot of other cereals only fit for a specific craving -- Fruity Pebbles, for example, when wanting sherbet-sweet taste; Corn Flakes for a clean and simple savory taste. Cinnamon Toast Crunch, however, covers just about every category. Hint: Try mixing with smaller-grained, stronger-flavored cereals in one bowl. Ex: I sprinkle some Fruity Pebbles over a Cinnamon Toast Crunch bowl when I want a bit of fruity kick but don't want a lot of sickly-sweet fruit-flavored milk left in the bowl. Cocoa flavored rice krispie-type cereals adds just a hint of cocoa and the additional crunch isn't detectable. And, if really looking for a cinnamon punch, sprinkle a bit of cinnamon powder directly into the milk bowl.",72,0.13813967718187267
3081,3081,Kitty,4,"So hard to imagine cereals before Cinnamon Toast Crunch. Days when your cereal options were either you ate the nutrional things your grandparents love or you eat the pound of sugar the cereal Mascot was promoting. There was bland, sugar, or fruit. Then something came along your mom thought would help her avoid cooking French Toast or Pancakes. Something claiming to be better then her recipe and take minutes to dump on you so she could get you to school faster and so that she could get more sleep. I would not say pouring this cereal into your bowl under a cup of cold milk could at all similate mom's hot heart felt French Toast. There isn't that taste of butter,.. or eggs,.. or Pam. But this sure was a change in taste, suddenly a sweet cinnamon was a cereal option in the sugary, fruit, bran world of cereal. I just wonder one thing,.. why does the Mascot seem to disappear from the box or commercials some times? Okay, also.. what happened to his bakery pals? Are they working on their own Pancakes and Waffles cereals? The Cinnamon and Sugar are true in taste for this, so avoid this if you are allergic to Cinnamon. Some studies indicate a little Cinnamon may be good for your health, so no need to avoid if you are having health problems [ I am not a doctors and studies are constantly changing results]. If you want to really taste Cinnamon instead of Cinnamon Sugar, I would recommend Cinnamon life. This cereal gets soggy too quickly and it's Mascot(s) vanish(es) too often. It does not have namesake if you eat your French Toast at home but some resturants serve a very similar tasteing Cinnamon French Toast. This may surprise you as a finger or dry food, capable of mesmerizing children once they get it in their mouth ( have something to drink ready). Some people and resturants also use Cinnamon Toast Crunch as a secret ingredients in deserts. If you are a person that likes to be left alone and not eat out I'd give this a 3.5. If you eat out at all, have children, or are a child I'd give this a 4. Just eat a little at a time when using milk to avoid the sogginess.",72,0.13813967718187267
3260,3260,CLC29,5,(Team Breakfast Member)  This was the best cereal and was also an awesome snack when I had a sweet tooth!,86,0.13813967718187267
3362,3362,Big bowl,5,"Shame they stopped making it. It wasn't popular because it was never on the shelves to buy. We would buy out the store's shelf whenever we found it. For some reason stores wouldn't carry it. Oh a person could buy all the sugar coated diabetic shock cereals available, but a just right sweetness bran cereal that kids liked must have been outside the box for the store buyers.",89,0.13813967718187267
3424,3424,Kate,2,"Just had some POPs cereal and they're much more orange than I remember. At first I thought that was sweet glaze glistening off the cereal but I was sorely mistaken. I think it's legitimately food coloring or like a spray tan to make them look good, but they are not! It even turned my milk orange!! Barely any sweetness anymore. It's probably cheaper that way. Massive disappointment.",94,0.13813967718187267
3426,3426,ex-corn pop fan,1,"Wow, what a disappointment. This used to be my favorite cereal. I was looking forward to the corn sweetness and got neither. Drab, dull, stale, and I thought it was just 'me' till I googled to find out if the recipe was changed and found these comments. Way to go Kellogg's, you murdered one of your long time favored products.",94,0.13813967718187267
3429,3429,Used 2B Good,2,"Ugh, so I hadn't had this cereal for a really long time. Still, I remember exactly what Corn Pops, then Sugar Corn Pops tasted like. I recently got a box for my kids to try and I started to wonder if I was losing my sense of taste. Gone is any corn taste. The kernels are much smaller than they used to be, and randomly some of them are very hard, even in milk. I'm wondering if they started making it with feed/field corn. I was struggling to taste anything at all besides some sweetness... the only thing I could pick up was a hint of soap. I don't know what they did to Corn Pops but whatever they did, it isn't good.",94,0.13813967718187267
3432,3432,Lapper,2,Kellogg's has given this cereal no taste because they literally removed the reason why we bought this once great cereal. They removed almost all the sweetness from the taste.,94,0.13813967718187267
3440,3440,G.B. Packer,0,Loved it as a kid. I bought a box recently and didn't like it anymore. It was too sweet and kind of plain. Did the recipe change? Or did my tastes change?,94,0.13813967718187267
